feedback_id,ride_id,customer_id,rating,feedback_category,feedback_text,created_at
326,1291,2856,4,driver,"Good overall, but took a longer route.",2025-04-28 07:48:55.325648
327,1295,2158,5,driver,Excellent service! Driver was very professional.,2025-04-28 21:05:11.562915
328,1297,1794,4,route,"Good overall, but took a longer route.",2025-04-28 03:04:37.432397
329,1299,3172,4,other,"Good overall, but took a longer route.",2025-04-28 06:48:12.920824
330,1300,2623,5,pricing,Clean car and smooth ride. Will use again!,2025-04-28 06:38:11.978244
331,1303,182,5,route,Clean car and smooth ride. Will use again!,2025-04-28 04:41:50.261765
332,1306,1182,3,vehicle,Terrible experience. Driver was rude.,2025-04-28 03:56:55.478440
333,1307,522,3,driver,Car was dirty and uncomfortable.,2025-04-27 23:39:20.795226
334,1312,4654,5,vehicle,Excellent service! Driver was very professional.,2025-04-27 12:44:14.122010
335,1318,4259,4,vehicle,Decent ride but car smelled like smoke.,2025-04-27 22:52:32.101316
336,1324,4058,4,route,"Good overall, but took a longer route.",2025-04-27 22:48:43.931949
337,1325,1970,4,route,Driver was okay but not very talkative.,2025-04-28 19:18:31.945635
338,1328,4000,4,vehicle,Decent ride but car smelled like smoke.,2025-04-28 06:31:20.334162
339,1336,2602,4,other,Driver was okay but not very talkative.,2025-04-28 10:27:53.248753
340,1348,3987,5,driver,Perfect experience from start to finish.,2025-04-28 00:14:45.594277
341,1353,164,3,pricing,Terrible experience. Driver was rude.,2025-04-27 15:36:25.635329
342,1355,1615,5,driver,Excellent service! Driver was very professional.,2025-04-28 02:42:04.409821
343,1359,295,4,driver,"Good overall, but took a longer route.",2025-04-27 15:20:40.053736
344,1362,1942,4,other,Decent ride but car smelled like smoke.,2025-04-27 08:20:26.393041
345,1368,2431,5,vehicle,Excellent service! Driver was very professional.,2025-04-29 01:35:58.876428
346,1373,3304,5,route,Excellent service! Driver was very professional.,2025-04-29 10:51:09.524849
347,1379,1061,3,vehicle,Terrible experience. Driver was rude.,2025-04-29 11:43:31.119914
348,1384,1583,4,other,Decent ride but car smelled like smoke.,2025-04-29 00:21:49.253742
349,1394,3244,4,driver,Driver was okay but not very talkative.,2025-04-29 01:11:06.877816
350,1397,3400,4,route,Decent ride but car smelled like smoke.,2025-04-29 09:38:17.372245
351,1398,4765,5,driver,Perfect experience from start to finish.,2025-04-29 18:49:04.786409
352,1399,3067,5,driver,Excellent service! Driver was very professional.,2025-04-29 20:11:54.894277
353,1400,237,4,driver,"Good overall, but took a longer route.",2025-04-28 17:29:30.008303
354,1410,361,4,driver,Decent ride but car smelled like smoke.,2025-04-29 13:23:24.814456
355,1414,2396,5,route,Perfect experience from start to finish.,2025-04-29 15:27:35.940818
356,1415,2727,4,driver,"Good overall, but took a longer route.",2025-04-28 22:12:48.439936
357,1418,1350,5,route,Clean car and smooth ride. Will use again!,2025-04-29 18:25:07.896463
358,1425,2876,4,vehicle,Driver was okay but not very talkative.,2025-04-29 07:51:41.539916
359,1428,232,5,route,Excellent service! Driver was very professional.,2025-04-29 18:16:07.759520
360,1429,964,4,vehicle,Decent ride but car smelled like smoke.,2025-04-28 21:00:03.115613
361,1430,1269,3,driver,Car was dirty and uncomfortable.,2025-04-28 12:47:21.164300
362,1437,1092,5,route,Excellent service! Driver was very professional.,2025-04-29 02:27:38.075329
363,1439,3178,4,vehicle,Decent ride but car smelled like smoke.,2025-04-29 01:41:29.290460
364,1442,1841,5,other,Clean car and smooth ride. Will use again!,2025-04-29 06:48:23.488931
365,1443,4073,5,driver,Excellent service! Driver was very professional.,2025-04-28 22:39:51.880844
366,1445,4190,4,route,Perfect experience from start to finish.,2025-04-28 19:04:15.563542
367,1447,2368,4,other,Excellent service! Driver was very professional.,2025-04-28 21:24:42.254077
368,1452,3085,4,pricing,"Good overall, but took a longer route.",2025-04-28 21:44:03.405893
369,1469,1900,4,other,Decent ride but car smelled like smoke.,2025-04-28 11:33:31.997967
370,1472,4205,5,pricing,Clean car and smooth ride. Will use again!,2025-04-29 01:01:06.204497
371,1477,947,5,driver,Clean car and smooth ride. Will use again!,2025-04-28 22:07:24.008141
372,1482,830,4,vehicle,Decent ride but car smelled like smoke.,2025-04-28 15:01:44.017276
373,1485,3604,4,vehicle,Driver was okay but not very talkative.,2025-04-28 14:02:03.097001
374,1492,1213,4,pricing,"Good overall, but took a longer route.",2025-04-29 10:27:57.980025
375,1493,2974,4,pricing,"Good overall, but took a longer route.",2025-04-28 20:04:51.949747
376,1501,2325,4,other,"Good overall, but took a longer route.",2025-04-29 11:36:53.240492
377,1503,482,4,route,"Good overall, but took a longer route.",2025-04-29 03:18:22.520486
378,1504,1960,4,driver,"Good overall, but took a longer route.",2025-04-28 19:53:31.481760
379,1508,2741,3,other,Overcharged for the distance traveled.,2025-04-28 15:22:28.710317
380,1510,1730,4,driver,Decent ride but car smelled like smoke.,2025-04-29 13:58:24.587056
381,1511,1612,4,route,Driver was okay but not very talkative.,2025-04-28 22:58:45.338333
382,1515,624,4,route,Decent ride but car smelled like smoke.,2025-04-28 22:18:28.585000
383,1517,3187,5,driver,Perfect experience from start to finish.,2025-04-28 18:11:34.096763
384,1522,4468,4,pricing,Driver was okay but not very talkative.,2025-04-28 05:29:05.513474
385,1523,4277,4,pricing,Driver was okay but not very talkative.,2025-04-28 18:06:23.351751
386,1528,4519,4,pricing,Driver was okay but not very talkative.,2025-04-28 13:41:21.686498
387,1532,780,3,vehicle,Terrible experience. Driver was rude.,2025-04-29 04:43:28.974964
388,1533,4508,4,driver,"Good overall, but took a longer route.",2025-04-28 19:20:42.191613
389,1541,4754,4,other,"Good overall, but took a longer route.",2025-04-28 11:50:29.680268
390,1549,1794,4,driver,Perfect experience from start to finish.,2025-04-29 06:54:33.153751
391,1550,4232,5,driver,Excellent service! Driver was very professional.,2025-04-29 08:05:28.773128
392,1551,4555,5,route,Excellent service! Driver was very professional.,2025-04-28 18:28:44.295789
393,1560,4775,4,route,"Good overall, but took a longer route.",2025-04-29 12:07:49.098351
394,1565,600,4,route,Decent ride but car smelled like smoke.,2025-04-29 06:10:56.575072
395,1572,1682,5,driver,Perfect experience from start to finish.,2025-04-29 04:23:22.186473
396,1573,657,5,driver,Clean car and smooth ride. Will use again!,2025-04-28 21:23:26.376867
397,1583,3209,4,route,Decent ride but car smelled like smoke.,2025-04-28 20:00:33.412955
398,1588,3194,4,vehicle,"Good overall, but took a longer route.",2025-04-28 20:59:04.948528
399,1589,2785,4,vehicle,"Good overall, but took a longer route.",2025-04-29 00:54:17.845780
400,1598,3400,5,route,Excellent service! Driver was very professional.,2025-04-29 10:12:45.812236
401,1599,2162,4,pricing,Decent ride but car smelled like smoke.,2025-04-30 06:23:41.950604
402,1602,3337,4,route,Decent ride but car smelled like smoke.,2025-04-30 13:25:41.508868
403,1611,1737,4,other,"Good overall, but took a longer route.",2025-04-30 18:08:03.735431
404,1613,3712,6,pricing,Clean car and smooth ride. Will use again!,2025-04-30 15:37:16.622832
405,1615,3738,5,driver,Perfect experience from start to finish.,2025-04-30 16:13:13.479610
406,1625,333,5,vehicle,Perfect experience from start to finish.,2025-04-29 15:18:58.885872
407,1627,209,4,route,Driver was okay but not very talkative.,2025-04-30 05:23:36.881273
408,1628,2633,5,route,Excellent service! Driver was very professional.,2025-04-30 08:08:21.731779
409,1629,3018,5,route,Excellent service! Driver was very professional.,2025-04-30 15:57:05.632238
410,1632,2159,3,other,Car was dirty and uncomfortable.,2025-04-30 00:47:09.563333
411,1636,3666,5,route,Clean car and smooth ride. Will use again!,2025-04-30 15:51:21.828436
412,1641,1898,5,vehicle,Excellent service! Driver was very professional.,2025-04-29 17:33:46.202771
413,1646,1428,3,route,Overcharged for the distance traveled.,2025-04-29 14:43:50.026161
414,1647,2200,5,pricing,Excellent service! Driver was very professional.,2025-04-29 20:31:22.057891
415,1648,2711,5,route,Excellent service! Driver was very professional.,2025-04-29 16:30:19.212109
416,1650,2323,5,driver,Excellent service! Driver was very professional.,2025-04-29 22:46:34.541134
417,1651,1467,5,pricing,Excellent service! Driver was very professional.,2025-04-29 16:57:08.577253
418,1652,2252,5,other,Clean car and smooth ride. Will use again!,2025-04-30 21:26:56.806320
419,1657,3069,4,other,Perfect experience from start to finish.,2025-04-30 06:43:09.760224
420,1658,2410,5,other,Excellent service! Driver was very professional.,2025-04-29 18:10:34.795419
421,1660,4367,4,route,Driver was okay but not very talkative.,2025-04-29 05:00:14.463737
422,1662,871,5,other,Clean car and smooth ride. Will use again!,2025-04-29 09:22:58.160050
423,1669,4848,5,route,Clean car and smooth ride. Will use again!,2025-04-29 14:49:21.927777
424,1670,4213,4,driver,Perfect experience from start to finish.,2025-04-29 08:28:29.538929
425,1671,3508,4,driver,Decent ride but car smelled like smoke.,2025-04-29 23:44:05.271295
426,1684,2976,4,driver,"Good overall, but took a longer route.",2025-04-29 18:33:55.743545
427,1687,4773,4,route,Driver was okay but not very talkative.,2025-04-30 22:54:40.036761
428,1690,2186,4,driver,Decent ride but car smelled like smoke.,2025-04-30 10:16:18.610277
429,1704,343,6,route,Excellent service! Driver was very professional.,2025-04-30 07:46:07.405094
430,1709,1759,4,driver,"Good overall, but took a longer route.",2025-04-30 04:01:49.456869
431,1713,700,4,other,"Good overall, but took a longer route.",2025-04-29 06:45:42.688280
432,1714,2805,5,route,Perfect experience from start to finish.,2025-04-30 05:00:43.953175
433,1717,3483,4,route,"Good overall, but took a longer route.",2025-04-30 13:59:16.141818
434,1721,4165,4,other,"Good overall, but took a longer route.",2025-04-29 14:52:53.694155
435,1723,4356,4,vehicle,Decent ride but car smelled like smoke.,2025-04-30 05:08:28.910542
436,1729,539,4,driver,"Good overall, but took a longer route.",2025-04-29 10:42:11.172236
437,1730,4071,4,vehicle,Driver was okay but not very talkative.,2025-04-30 07:27:25.160088
438,1733,4223,5,other,Clean car and smooth ride. Will use again!,2025-04-29 20:20:15.764905
439,1734,2164,4,driver,Decent ride but car smelled like smoke.,2025-04-29 23:56:47.507143
440,1736,2126,5,vehicle,Clean car and smooth ride. Will use again!,2025-04-30 06:36:53.598887
441,1744,1879,4,route,Driver was okay but not very talkative.,2025-04-30 12:05:29.642291
442,1746,3771,4,driver,Decent ride but car smelled like smoke.,2025-04-30 21:29:20.337703
443,1755,798,4,pricing,"Good overall, but took a longer route.",2025-04-29 18:38:35.857620
444,1759,4411,4,vehicle,Driver was okay but not very talkative.,2025-04-30 08:21:33.275217
445,1762,365,5,other,Excellent service! Driver was very professional.,2025-04-30 06:23:29.882736
446,1764,2685,4,driver,"Good overall, but took a longer route.",2025-04-30 09:14:01.784312
447,1786,3885,4,other,Decent ride but car smelled like smoke.,2025-04-30 14:08:36.088046
448,1787,2945,4,pricing,Driver was okay but not very talkative.,2025-04-30 00:23:30.208593
449,1795,1375,5,vehicle,Excellent service! Driver was very professional.,2025-04-29 07:52:17.834689
450,1798,1928,4,driver,"Good overall, but took a longer route.",2025-04-30 12:54:53.303526
451,1804,3846,4,driver,Driver was okay but not very talkative.,2025-04-30 16:59:23.466538
452,1808,1940,5,route,Excellent service! Driver was very professional.,2025-04-30 01:22:31.138117
453,1809,4730,5,pricing,Perfect experience from start to finish.,2025-04-29 12:43:20.511717
454,1811,740,5,route,Clean car and smooth ride. Will use again!,2025-04-29 09:01:07.767246
455,1818,4233,5,pricing,Clean car and smooth ride. Will use again!,2025-04-30 04:13:47.550879
456,1820,750,4,vehicle,Driver was okay but not very talkative.,2025-04-30 06:47:46.799432
457,1827,563,6,other,Perfect experience from start to finish.,2025-04-30 10:48:58.290884
458,1829,2060,5,driver,Clean car and smooth ride. Will use again!,2025-04-30 11:43:17.281912
459,1833,4916,5,pricing,Clean car and smooth ride. Will use again!,2025-04-30 08:32:36.887473
460,1841,4743,4,driver,Driver was okay but not very talkative.,2025-04-29 07:24:41.613933
461,1842,2329,4,other,"Good overall, but took a longer route.",2025-04-29 11:31:46.712435
462,1843,1428,5,driver,Clean car and smooth ride. Will use again!,2025-04-30 06:53:37.200021
463,1853,1115,4,route,Decent ride but car smelled like smoke.,2025-04-29 23:32:18.916855
464,1855,381,5,pricing,Perfect experience from start to finish.,2025-04-30 01:21:30.484172
465,1863,2262,5,vehicle,Perfect experience from start to finish.,2025-04-30 09:04:32.491386
466,1867,1037,5,vehicle,Perfect experience from start to finish.,2025-04-30 18:47:52.634482
467,1876,2966,5,driver,Clean car and smooth ride. Will use again!,2025-04-30 07:08:02.648757
468,1877,3535,4,driver,"Good overall, but took a longer route.",2025-04-30 04:30:30.859162
469,1880,2627,5,other,Clean car and smooth ride. Will use again!,2025-04-30 12:31:45.063671
470,1884,1974,4,vehicle,Driver was okay but not very talkative.,2025-04-29 10:24:14.337570
471,1903,1263,4,route,Driver was okay but not very talkative.,2025-05-01 06:35:36.708419
472,1912,2393,4,route,Driver was okay but not very talkative.,2025-05-01 03:11:50.168943
473,1914,3192,5,route,Clean car and smooth ride. Will use again!,2025-05-01 17:46:19.710129
474,1916,2498,5,other,Perfect experience from start to finish.,2025-05-01 20:36:03.224379
475,1920,3080,4,other,"Good overall, but took a longer route.",2025-05-01 19:01:53.845739
476,1926,1704,5,vehicle,Perfect experience from start to finish.,2025-05-01 12:40:03.643813
477,1928,375,4,pricing,Excellent service! Driver was very professional.,2025-04-30 23:35:45.657036
478,1929,2317,5,driver,Perfect experience from start to finish.,2025-05-01 10:16:25.883441
479,1931,730,6,driver,Clean car and smooth ride. Will use again!,2025-05-01 03:00:45.555881
480,1935,1691,5,pricing,Clean car and smooth ride. Will use again!,2025-04-30 17:55:11.917628
481,1936,2748,4,pricing,"Good overall, but took a longer route.",2025-05-01 12:42:04.610559
482,1937,2394,4,driver,Decent ride but car smelled like smoke.,2025-04-30 23:53:59.490055
483,1941,4280,4,vehicle,"Good overall, but took a longer route.",2025-05-01 00:45:25.198496
484,1942,944,4,pricing,Decent ride but car smelled like smoke.,2025-05-01 14:32:18.844621
485,1951,2571,5,pricing,Clean car and smooth ride. Will use again!,2025-05-01 16:07:58.607418
486,1955,3288,4,other,Perfect experience from start to finish.,2025-04-30 13:10:50.240934
487,1956,1007,4,pricing,Driver was okay but not very talkative.,2025-04-30 20:32:16.227445
488,1961,3389,4,pricing,Driver was okay but not very talkative.,2025-04-30 09:04:02.476046
489,1968,3971,5,other,Excellent service! Driver was very professional.,2025-05-01 03:32:04.917688
490,1974,4158,5,other,Excellent service! Driver was very professional.,2025-04-30 10:08:04.543382
491,1978,2643,5,pricing,Excellent service! Driver was very professional.,2025-04-30 17:30:50.521574
492,1979,2002,4,other,Driver was okay but not very talkative.,2025-05-01 01:53:10.431562
493,1981,877,4,driver,"Good overall, but took a longer route.",2025-05-01 15:47:52.786166
494,1986,4267,5,vehicle,Clean car and smooth ride. Will use again!,2025-04-30 23:44:16.143885
495,1997,4443,5,driver,Perfect experience from start to finish.,2025-05-01 22:20:30.420310
496,1998,1556,5,route,Excellent service! Driver was very professional.,2025-04-30 14:21:36.783962
